name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,monthly_current_bill,family_recharge_bill,previous_loan_paid
Tanvi Das,Shimla,791049.78,375.9606806,482840.09,28.7724002,50.6736352,FALSE,3814.015033,1057.253854,No
Karthik Yadav,Meerut,899813.27,696.6533204,180166.85,28.1336406,71.8231441,TRUE,4204.60852,1683.265637,Yes
Aditi Tiwari,Vijayawada,460882.62,359.5242681,228547.79,3.093178461,48.43847634,FALSE,4273.6468,290.7867756,No
Aditi Pandey,Kolkata,1156398.28,595.280024,92052.77,34.41337374,40.01824946,FALSE,1956.546187,2098.971621,No
Arjun Singh,Coimbatore,488899.01,499.5274223,294212.2,20.88431951,49.42431307,FALSE,1756.486704,284.3423811,No
Ishita Kumar,Vijayawada,877206.72,643.1535311,331756.22,30.32781165,48.56297754,FALSE,3938.230486,231.3799507,No
Naveen Chatterjee,Kolkata,589904.49,604.1888694,135563.74,35.40564418,50.26856591,FALSE,1375.137026,2184.874546,No
Meera Menon,Chandigarh,799186.62,717.3912884,261733.79,17.26220527,69.61707684,TRUE,3256.80551,2217.469134,Yes
Aditya Joshi,Ahmedabad,486479.32,764.9496037,418506.15,30.62109783,84.71459536,TRUE,2793.428558,2532.11947,Yes
Aditya Kumar,Gwalior,534742.91,345.5758045,134655.73,39.00259473,38.61935614,FALSE,2181.672287,2959.39151,No
Praveen Pillai,Pune,270206.23,624.5184276,226233.95,30.7968533,45.5451219,FALSE,4269.854888,1131.092998,No
Pooja Tiwari,Visakhapatnam,195223.68,645.8131396,25619.62,35.98038079,54.74692873,FALSE,3182.075362,888.9126042,No
Arjun Jain,Ranchi,489267.96,753.1668711,164156.3,7.896354163,87.04816749,TRUE,1598.835688,1002.467756,Yes
Praveen Ghosh,Salem,168061.59,630.098713,372625.45,32.91691988,41.1884535,FALSE,3476.990127,2865.899431,No
Krishna Thakur,Bhubaneshwar,843370.74,603.3220622,194317.31,2.970987669,44.37792838,FALSE,2474.651327,2235.863152,Yes
Krishna Reddy,Kanpur,508439.72,331.7602946,365351.29,3.093863901,44.615046,FALSE,666.4128081,2693.283017,No
Divya Verma,Jaipur,409139.78,623.3835946,134146.95,0.980359073,25.4002416,FALSE,4749.763606,2197.529275,No
Vihaan Iyer,Gwalior,662175.69,371.2544875,189266.25,9.117592496,53.81775607,FALSE,3424.724127,2862.947536,No
Vihaan Kumar,Delhi,183757.98,523.1227598,193736.55,23.93837737,55.40475698,FALSE,5135.389736,1903.475875,No
Vihaan Mishra,Aurangabad,273171.27,539.203547,419527.48,20.73014672,53.80644143,FALSE,2066.896849,2785.474696,No
Sneha Nair,Vadodara,863270.83,747.9412421,74483.65,22.54206533,79.75792406,TRUE,2250.862073,1421.479181,Yes
Sanjay Menon,Gwalior,480510.03,642.8082883,150066.9,31.18372534,66.29934328,TRUE,2765.433042,1841.647913,Yes
Arjun Patel,Guwahati,189210.42,531.9665303,68930.84,18.93109824,50.86151422,FALSE,1365.496907,1548.359842,No
Meera Das,Kochi,419367.74,531.4717938,479197.34,34.70039843,35.89195627,FALSE,2348.308527,1438.280059,No
Naveen Menon,Noida,574656.11,312.0167,421734.87,4.941163985,30.65707616,FALSE,2935.934817,1383.687584,No
Aditi Gupta,Aurangabad,1142681.11,491.0156373,479377.71,0,10.13658973,FALSE,1552.663386,1271.697441,Yes
Sneha Gupta,Meerut,480641.65,420.7497715,153930.02,27.83844066,44.43527003,FALSE,5244.898096,1980.421957,No
Vikram Joshi,Kanpur,301794.5,322.7431854,443117.47,12.42982603,48.92354168,FALSE,3182.364408,1690.747606,No
Meera Gupta,Delhi,951137.74,332.0174746,349106.81,23.04539295,49.7670804,FALSE,4022.727794,2823.874938,No
Vikram Yadav,Dehradun,462001.86,774.1503494,32057.25,1.023297023,61.37517131,TRUE,4440.985344,753.3265867,Yes
Aarav Bose,Jaipur,1160046.91,303.4322289,189038.19,35.2452822,50.91935531,FALSE,5202.707917,476.7437471,No
Sai Patel,Kanpur,1145888.19,816.3887987,374195.06,8.850730375,80.90745087,TRUE,3964.260968,924.9443752,Yes
Praveen Reddy,Chandigarh,651963.94,421.2505338,425826.24,17.93449591,51.70588338,FALSE,5019.840478,560.1143075,No
Karthik Mishra,Delhi,264958.49,833.3690217,201279.43,15.84392367,87.65574969,TRUE,4536.530273,791.3162624,Yes
Naveen Ghosh,Tiruchirappalli,157880.17,337.3670211,389166.39,38.80733336,52.82753264,FALSE,1076.758461,2492.775578,No
Meera Tiwari,Rajkot,701102.71,530.5967339,230769.57,9.284059868,39.04278066,FALSE,1621.783328,890.6735464,No
Divya Bose,Kolkata,989789.5,538.9220323,469636.58,35.24868459,35.73197548,FALSE,2308.307125,1473.018324,No
Ananya Kumar,Bhubaneshwar,724029.34,786.4355269,207703.11,23.57726816,73.29391897,TRUE,4409.77616,2448.94615,No
Karthik Rao,Indore,589753.66,710.4080122,339122.34,4.91993242,55.05166324,FALSE,3001.012621,2129.398357,Yes
Sai Gupta,Hubballi,525398.47,659.3769082,234065.16,13.27962834,58.85077098,TRUE,2046.666193,1029.242056,Yes
Sai Ghosh,Tiruchirappalli,172509.69,717.5243726,314259.58,28.79427084,80.58426812,TRUE,1283.421622,1991.835848,Yes
Vikram Gupta,Ranchi,560925.53,671.6139508,306360.2,39.61946871,50.93158316,FALSE,3126.512775,1145.300601,No
Vikram Ghosh,Kochi,349577.49,364.0105766,127144.26,37.02172319,53.43328474,FALSE,4168.233831,2849.751295,Yes
Ananya Sharma,Nashik,641376.95,721.7244708,114545.77,27.53779473,59.60394868,TRUE,3596.567141,1748.090317,No
Aarav Joshi,Ranchi,614106.93,587.2780405,180094.29,21.02159441,55.33809293,FALSE,1674.913885,392.5973231,No
Naveen Nair,Vijayawada,432842.9,567.7484621,480583.87,16.28694587,24.8727308,FALSE,4564.966208,646.9760892,No
Meera Nambiar,Bhubaneshwar,920158.37,718.7914648,297658.09,35.83272107,81.60597036,TRUE,3120.336839,226.1624636,Yes
Tanvi Bose,Guwahati,665806.43,466.1771321,482638,16.95811891,24.37844796,FALSE,4098.135512,3382.033356,No
Rajesh Reddy,Vadodara,766965.97,569.514944,485822.74,27.75840579,60.72122988,TRUE,3568.235039,608.7755744,No
Arjun Joshi,Aligarh,427293.09,343.5712786,43565.91,13.94824453,59.43066357,TRUE,866.2545926,448.3437449,Yes
Sai Sharma,Lucknow,173385.63,748.1982011,482334.58,7.02773444,90.60402061,TRUE,4011.379999,396.555855,Yes
Meera Das,Kozhikode,504798.64,596.3372459,413864.17,36.26163252,39.57570854,FALSE,1534.195127,2713.461086,No
Riya Sharma,Vijayawada,926977.78,760.9031833,72538.3,5.166832196,81.96619408,TRUE,1300.646054,1461.49791,Yes
Karthik Bose,Ranchi,733868.07,355.4943472,54961.42,2.02856466,38.55483887,FALSE,3142.117015,731.9734737,No
Vihaan Pillai,Aligarh,313762.92,349.8179145,287357.36,33.03410285,49.99962551,FALSE,2857.846515,3216.519926,No
Rajesh Nair,Ahmedabad,1183419.37,492.0949149,137452.49,32.49972532,59.92161461,TRUE,2879.82366,1314.190002,No
Meera Chatterjee,Vadodara,592426.97,572.6900818,422973,20.31243418,50.75892617,FALSE,1696.715754,478.1158427,No
Tanvi Ghosh,Thiruvananthapuram,243434.98,750.7806586,449939.63,8.840674659,42.18421712,FALSE,1400.30043,2017.970552,No
Vihaan Sharma,Nashik,209018.38,775.7708742,278741.94,32.58139215,60.46636154,TRUE,2913.957311,1188.573109,Yes
Tanvi Thakur,Aligarh,191016.85,335.4260588,351044.69,17.80300425,35.29829472,FALSE,4812.899615,2666.305066,No
Praveen Joshi,Kochi,1146926.3,453.3405468,175347.44,18.26276418,61.2010713,TRUE,2003.908937,967.6608434,Yes
Aditya Reddy,Rajkot,569624.43,658.1991406,148755.74,34.37864414,60.98549981,TRUE,480.4408387,548.6048207,No
Naveen Singh,Madurai,339499.63,770.805727,75397.99,20.78273285,80.98364952,TRUE,3795.363563,628.3668888,Yes
Krishna Thakur,Patna,355501.96,850.7674052,493569.94,4.048493908,85.06358684,TRUE,3055.911355,456.2495538,Yes
Aarav Iyer,Mumbai,1112851.71,572.6072988,374221.36,9.049385465,72.39711498,TRUE,805.0505273,762.8607994,Yes
Ishita Patel,Thiruvananthapuram,706745.96,757.6433407,300142.26,19.05263037,82.58729617,TRUE,2708.992308,737.577882,Yes
Tanvi Bose,Bengaluru,833875.06,420.8530414,153605.92,21.07363037,46.64182945,FALSE,572.6322571,1898.218428,No
Sanjay Thakur,Hubballi,1038210.52,748.0609391,403652.67,5.035463799,59.21080705,TRUE,1041.203378,1467.360415,Yes
Rakesh Reddy,Ahmedabad,657158.02,381.2486167,475768.86,9.828041268,40.62591413,FALSE,3804.605216,2899.311849,No
Aditi Rao,Delhi,436629.2,561.7032273,139652.82,0,38.6849631,FALSE,919.0701257,2078.622652,No
Krishna Mishra,Gurugram,1184895.42,540.3136692,27280.35,4.94948581,48.93050625,FALSE,2346.394391,1939.31455,No
Vihaan Kumar,Hubballi,879897.12,310.8887006,237677.22,27.0840408,24.60353536,FALSE,4419.508347,918.976342,No
Ishita Singh,Vijayawada,507904.33,738.9117891,185061.34,28.65301083,79.59044364,TRUE,2719.263424,626.0878984,Yes
Rajesh Patel,Bhubaneshwar,827233.17,706.2354043,32049.68,37.77439694,79.88706024,TRUE,554.6429221,1123.076755,Yes
Sneha Yadav,Kanpur,820493.3,733.866362,238825.28,40.07511666,51.70871875,FALSE,3569.947051,2926.773446,No
Aditi Reddy,Indore,568950.49,573.5122842,384130.82,0,30.25769353,FALSE,2820.386755,1936.755866,No
Sai Nambiar,Rajkot,183669.54,358.4527507,227806.27,28.22065986,35.22219417,FALSE,1850.684736,1987.126395,No
Riya Chatterjee,Delhi,478924.75,626.6574872,343174.85,29.43031491,74.98922218,TRUE,1318.002508,1745.457539,Yes
Rakesh Jain,Vadodara,669628.23,361.0699186,443944.95,18.21542955,34.0789151,FALSE,3566.727647,2605.890157,No
Sneha Pillai,Jamshedpur,506867,798.6683015,185026.36,16.7598264,74.12996949,TRUE,2526.052138,237.0348394,No
Sai Menon,Rajkot,279395.82,538.6120064,142710.79,24.39733526,45.39380468,FALSE,4513.357777,1273.444697,Yes
Rakesh Singh,Bhubaneshwar,331042.96,582.5985468,133318.98,16.65274233,41.08516867,FALSE,3808.800534,2775.2944,No
Sneha Pillai,Mumbai,256142.37,732.1699373,477558.3,31.37568651,66.35433998,TRUE,2960.283493,1569.612142,Yes
Sanjay Ghosh,Patna,403818.4,696.0444677,185153.82,3.069228698,77.50601762,TRUE,1913.900778,1769.450727,Yes
Ishita Nair,Ranchi,469078.05,477.7988209,39393.21,30.10147711,34.95000468,FALSE,4902.477265,1749.149831,No
Krishna Joshi,Guwahati,1063567.54,550.3474456,130336.25,24.18512185,60.52883921,TRUE,735.2445676,1953.702397,Yes
Aditi Patel,Vijayawada,969420.67,525.1971674,226693.55,40.24700114,54.64689321,FALSE,4640.241395,508.1792359,No
Meera Pandey,Mangalore,1035653.08,634.1745849,70861.66,8.161215363,55.71544877,FALSE,1355.308944,2827.096392,No
Priya Gupta,Raipur,1024127.61,808.848659,496511.9,21.59989393,73.20531208,TRUE,3357.659675,2485.278412,No
Meera Verma,Amritsar,255724.84,446.8059547,280464.74,10.91163381,44.95017163,FALSE,1604.75619,341.1863254,No
Rakesh Singh,Aligarh,862284.57,704.6949752,273991.63,1.039911661,49.8486798,FALSE,2636.77409,293.0231505,No
Naveen Rao,Tiruchirappalli,786344.9,796.1491704,254818.87,20.24716093,106.3426925,TRUE,3781.954106,581.5514321,No
Ananya Pillai,Mangalore,611858.8,670.8660664,199069.15,17.64930538,75.72837205,TRUE,2609.233055,1019.90325,No
Meera Das,Kolkata,1036761.5,446.2702931,407138.86,9.880246326,53.90899536,FALSE,694.683527,2984.117079,No
Riya Mishra,Tiruchirappalli,897022.84,840.604881,316623.54,6.09522273,86.46957701,TRUE,1737.169389,366.4002363,Yes
Naveen Kumar,Kanpur,875109.33,745.2367791,264967.5,27.98001117,77.3434191,TRUE,1264.747133,2040.754491,Yes
Sanjay Patel,Mysuru,391773.67,587.6695721,32879.98,14.8832244,58.41312813,TRUE,535.1181091,2487.735003,Yes
Rakesh Mishra,Gwalior,483703.28,780.431388,86177.18,7.912848803,60.79166911,TRUE,3277.33839,2450.576464,No
Rajesh Tiwari,Lucknow,391923.56,612.7460891,192404.32,9.183125195,56.54744932,FALSE,3431.931805,2419.799915,No
Arjun Kumar,Vijayawada,914901.09,827.8735439,254480.68,32.62138637,99.60775714,TRUE,2879.112689,1733.361429,Yes
Aarav Pandey,Mumbai,530804.41,374.5370579,130389.59,8.823785428,54.3030348,FALSE,3457.249454,2867.464854,No
Divya Gupta,Vijayawada,894024.2,620.337298,121942.91,6.823094806,65.36874312,TRUE,2647.803626,1846.724629,No
Naveen Pandey,Guwahati,533480.95,679.3551464,56896.21,10.0364405,83.7129075,TRUE,3920.040531,1098.591681,Yes
Vihaan Nair,Kozhikode,745037.74,465.4736246,463475.58,41.42959209,35.45821998,FALSE,1774.890796,1877.439505,No
Pooja Pillai,Rajkot,659055.27,688.6617123,248324.41,23.75182383,82.39314924,TRUE,2952.518588,1799.863682,Yes
Tanvi Bose,Nashik,354373.85,743.774839,281551.83,33.90808113,76.07170427,TRUE,3843.674334,1305.289872,Yes
Divya Reddy,Hyderabad,1176557.84,752.6864116,216408.92,39.35038414,88.34544159,TRUE,4463.421206,1013.962505,Yes
Rajesh Patel,Kochi,571756.99,564.3503255,407136.24,8.09476675,45.82909191,FALSE,5081.826773,2026.205461,No
Krishna Gupta,Meerut,330039.85,330.0948852,494800.5,6.821280509,46.31307684,FALSE,1279.949972,1810.935719,No
Ishita Rao,Vijayawada,608926.96,333.3105957,461066.84,27.94373374,55.94549802,FALSE,2722.697289,1265.753961,No
Vikram Rao,Visakhapatnam,664795.05,613.5027657,57162.21,33.53761869,77.21137036,TRUE,3816.65543,928.8176497,Yes
Aditi Tiwari,Mysuru,1107138.26,337.0310961,25558.2,20.59422883,56.09609184,FALSE,4430.091249,2005.007717,No
Rakesh Iyer,Visakhapatnam,594006.42,346.4737611,332265.49,23.11543262,24.66129988,FALSE,4599.952393,3169.472321,No
Aditya Sharma,Pune,637066.35,630.464566,379651.94,22.87870501,61.42449282,TRUE,923.6112543,837.1727195,No
Divya Nambiar,Madurai,871301.29,578.7990431,459058.45,32.25299816,50.70894225,FALSE,4941.460604,1436.1708,No
Sai Nair,Amritsar,1110661.21,486.9511349,228620.23,25.12956804,50.62443759,FALSE,2067.437548,2052.67147,No
Priya Iyer,Lucknow,356917.8,592.3479077,68629.73,6.069663758,34.83741966,FALSE,1515.389775,2365.735543,No
Naveen Das,Gurugram,213576.04,783.8395934,276232.14,3.960318029,49.78455946,FALSE,1597.765244,1775.363189,No
Karthik Verma,Aurangabad,937312.69,814.8995313,271349.1,15.70774326,91.43030118,TRUE,4600.556933,815.3016878,Yes
Divya Thakur,Salem,1141847.69,537.8353256,184233.57,7.176942355,50.08757791,FALSE,824.3831791,1796.236055,Yes
Meera Pillai,Hyderabad,996371.97,713.4137276,359450.42,6.012249428,70.22501922,TRUE,3849.523095,2045.787225,Yes
Divya Jain,Coimbatore,507099.04,751.3345726,161283.45,34.43797378,84.37134502,TRUE,1171.473795,1015.180299,No
Aditi Sharma,Jamshedpur,418516.45,766.0924486,150083.27,33.51783505,88.57730809,TRUE,1490.720166,2010.299264,No
Priya Ghosh,Delhi,163378.4,652.34913,67307.92,38.16948362,64.67740539,TRUE,1688.921696,1392.717177,No
Divya Menon,Coimbatore,608359.24,750.3994901,376014.09,13.15737028,84.14928398,TRUE,4479.486687,1324.879172,Yes
Arjun Mishra,Hyderabad,804521.38,526.2674203,44765.24,22.0013114,39.06731798,FALSE,2928.997941,1215.204823,No
Sai Pandey,Mangalore,1064661.17,522.6762446,33039.04,21.7709642,24.72538278,FALSE,4512.523426,1498.626438,No
Riya Sharma,Jodhpur,368749.39,717.9378809,122021.04,23.13013334,60.10675285,TRUE,3178.796835,660.3721463,Yes
Ishita Pandey,Kozhikode,609627.18,586.2833015,232838.88,38.48279368,54.94136922,FALSE,1735.984793,2517.525844,No
Sai Nair,Gwalior,967736.52,494.4767174,409214.41,19.7640994,39.20465335,FALSE,4337.273936,2918.950171,No
Tanvi Yadav,Srinagar,285498,577.3005624,435787.75,3.958510926,45.21936027,FALSE,1547.957812,3281.170929,No
Ananya Tiwari,Shimla,755598.3,552.9528288,49250.09,31.14202069,34.75640206,FALSE,2443.545871,3422.242341,No
Praveen Kumar,Varanasi,715197.16,460.7926861,160719.99,3.987557389,29.8962969,FALSE,1435.881965,3034.819147,No
Praveen Chatterjee,Noida,479438.96,809.8598569,244689.82,19.56497505,89.64349471,TRUE,4400.131834,1181.740048,No
Sanjay Das,Vadodara,457796.92,493.6160709,209646.15,38.03240904,34.4266075,FALSE,3188.362711,2406.795686,No
Sai Patel,Thiruvananthapuram,1131054.17,768.8306094,84929.23,38.83220619,60.36599863,TRUE,4346.150992,325.7310259,No
Sneha Verma,Varanasi,242950.14,708.7928163,411067.21,24.71549296,60.02249732,TRUE,1720.895552,2564.72115,Yes
Karthik Sharma,Agra,562315.59,480.8094696,295755.48,0,43.05913365,FALSE,1337.389132,3246.424968,No
Priya Sharma,Jamshedpur,271165.45,369.5882046,221096.91,23.81760585,55.18097393,FALSE,3311.723677,602.3539557,No
Rajesh Sharma,Mangalore,695745.37,555.9092181,284916.37,20.30163732,55.90986922,FALSE,3442.202701,338.8868321,No
Sanjay Ghosh,Ranchi,423710.76,725.8594311,293109.28,22.07398794,89.93842065,TRUE,1679.43123,1889.888182,No
Sai Mishra,Meerut,458985.07,753.5147302,230928.41,16.90715796,84.90411863,TRUE,3385.54659,444.4237159,No
Aarav Jain,Bengaluru,852990.75,387.23866,205811.73,29.60586143,48.50216382,FALSE,2188.188836,3044.037402,No
Ananya Pandey,Kanpur,1122613.39,341.9721741,191537.01,22.05070763,24.9270185,FALSE,1122.649657,1285.660941,Yes
Karthik Joshi,Ahmedabad,1027843.15,475.5939337,290336.31,38.18450421,50.3260837,FALSE,2504.255054,3171.164232,No
Tanvi Gupta,Kozhikode,1028448.88,352.7793487,469634.72,21.5506802,61.3569333,TRUE,2801.461548,2222.473719,Yes
Tanvi Ghosh,Coimbatore,696569.25,486.600596,52110.11,22.37939259,38.74005729,FALSE,1052.295094,1447.846504,No
Priya Bose,Coimbatore,963966.25,772.2134338,379586.86,33.66256138,92.61307966,TRUE,2989.966933,2018.14186,Yes
Sanjay Pillai,Gwalior,1002252.43,717.2933948,397200.15,0,49.80191245,FALSE,1407.245781,2997.574462,No
Meera Jain,Vadodara,828880.67,549.3998586,475694.1,29.529663,34.41251324,FALSE,897.3417186,674.5906797,No
Ishita Singh,Surat,701115.75,724.4451072,362607.8,31.57695489,84.67185985,TRUE,2237.115192,1105.985835,No
Priya Bose,Tiruchirappalli,478803.4,665.7456354,330266.44,3.06254239,30.21316771,FALSE,2979.552663,2879.639615,No
Ananya Sharma,Vijayawada,239537.5,441.9885213,69247.18,40.38920862,35.57567212,FALSE,746.2276119,2384.358357,No
Vihaan Tiwari,Kanpur,846752.22,689.5823732,289179.09,3.036513008,59.14944975,TRUE,3469.877658,628.6967402,Yes
Vikram Gupta,Jodhpur,1152592.01,546.0120648,268384.8,8.853795127,34.12984415,FALSE,2890.015164,2704.999158,No
Priya Tiwari,Gwalior,947334.13,761.3144039,188894.27,31.0239807,89.72998345,TRUE,3464.111922,900.0003987,Yes
Divya Rao,Bhubaneshwar,213564.22,623.0799624,456032.43,6.976625079,43.46749989,FALSE,3617.230322,2164.705381,No
Naveen Gupta,Noida,973341.06,446.5729708,443040.5,16.25535149,40.61442618,FALSE,3083.204418,1715.324873,No
Praveen Joshi,Mumbai,1034013.14,528.693471,274553,39.0516895,53.98546572,FALSE,3921.61836,774.8871046,No
Tanvi Joshi,Noida,859762.24,386.3417812,313139.07,28.32221095,48.91440842,FALSE,3837.712486,1064.697307,No
Pooja Mishra,Udaipur,214766.83,838.6949814,266598.78,14.04573959,85.02572247,TRUE,1332.098877,2498.174927,Yes
Vihaan Patel,Udaipur,967431.1,573.2903394,189767.57,19.90266301,24.66088345,FALSE,2263.570848,758.4799026,No
Sai Joshi,Udaipur,216614.82,674.2009823,131271.48,22.59879694,39.51615999,FALSE,3567.09595,2712.529488,No
Sai Joshi,Meerut,1002333.99,420.3846954,472766.22,8.096865855,30.23106338,FALSE,552.7458536,2272.221857,No
Sanjay Nair,Nagpur,168303.44,309.4017128,354738.26,25.17874551,24.90016186,FALSE,1331.344027,2749.341211,No
Rajesh Yadav,Pune,961303.73,798.5741397,421017.68,6.725609226,51.81416488,FALSE,1026.233181,1472.197884,No
Sneha Ghosh,Delhi,683709.84,553.0478631,126513.92,4.930880887,29.50121291,FALSE,2879.502551,2144.105046,Yes
Priya Iyer,Gwalior,529601.45,667.1896243,421360.47,21.92943105,40.61165714,FALSE,5090.066253,933.610875,No
Aditya Singh,Surat,1119478.37,823.7518855,431614.51,12.05164156,94.3402648,TRUE,470.8406458,1849.766103,Yes
Rajesh Yadav,Kolkata,796492.42,338.8097721,110856.9,23.2410313,24.2982808,FALSE,2846.366966,3118.681446,No
Meera Mishra,Aligarh,268437.97,662.1095141,463781.51,37.01853265,40.50027457,FALSE,5088.676312,856.0137992,No
Riya Kumar,Patna,773580.43,712.5730327,306848.59,4.978511108,73.53425065,TRUE,2555.247406,1861.720247,No
Ishita Joshi,Ranchi,1076480.81,625.4170028,108165.07,11.8889838,68.90147138,TRUE,1779.123327,1763.214663,No
Arjun Verma,Vadodara,1092026.92,711.4264143,27997.92,12.38958225,51.00870241,FALSE,2805.203868,991.077441,Yes
Meera Kumar,Madurai,1043704,315.3050678,249904.76,5.921795358,29.55164633,FALSE,3545.2067,3093.327352,No
Arjun Gupta,Aligarh,1087924,636.0271812,419724.24,29.2258322,64.35204458,TRUE,3200.365117,1988.084461,Yes
Sai Das,Aligarh,1153878.94,425.101027,215714.26,4.156081255,34.1069422,FALSE,960.267048,410.7287154,No
Krishna Singh,Madurai,1070432.77,711.0856798,299377.09,29.45638628,73.65442628,TRUE,3491.175447,2136.904998,No
Praveen Nambiar,Jodhpur,519147.2,621.0339468,264520.74,18.44986495,44.88210228,FALSE,1264.422997,2183.923982,No
Aditi Yadav,Jodhpur,478250.08,318.0498936,195403.06,30.94735281,55.12771208,FALSE,3967.350975,1026.550614,No
Sneha Das,Hyderabad,209380.24,539.5430647,382975.78,35.71224073,50.46173289,FALSE,5848.684493,2504.776584,No
Arjun Singh,Varanasi,399555.1,462.532393,214076.98,20.62032416,57.39960369,TRUE,3848.788542,387.0754653,Yes
Rakesh Sharma,Patna,948110.32,460.4786492,207859.83,13.28406569,48.33110459,FALSE,5186.589165,1176.785958,No
Pooja Yadav,Madurai,840176.8,300.3455557,111722.27,27.98629216,25.7567732,FALSE,4330.179043,902.0818161,No
Karthik Tiwari,Ranchi,733776.02,769.7653424,160476.11,21.27182504,73.88953969,TRUE,1395.045531,1678.581278,No
Ishita Singh,Tiruchirappalli,1154864.81,779.9156691,72201.46,3.989980251,51.60007792,FALSE,1633.468543,1785.936251,No
Aditya Tiwari,Jodhpur,1170204.07,829.3936474,271344.54,33.52471863,91.51542153,TRUE,1554.009038,1725.437024,Yes
Sneha Das,Surat,426654.83,422.7260278,347495.62,35.45625753,40.08140304,FALSE,2855.417654,3105.122604,No
Rajesh Nambiar,Delhi,853171.76,549.026974,75200.4,20.58633435,50.10821131,FALSE,5243.968819,1679.444332,No
Praveen Thakur,Kochi,868668.11,446.4398683,279266.09,7.59668334,48.7641876,FALSE,1223.32358,1602.536079,No
Tanvi Sharma,Vadodara,241205.11,736.246397,463528.18,12.98232878,95.62117063,TRUE,2050.716584,2508.216943,Yes
Rakesh Patel,Vijayawada,837264.55,456.7105823,489323.59,9.473721807,49.06417061,FALSE,2873.959115,1163.85294,No
Riya Iyer,Bengaluru,1174063.79,516.339453,301718.89,20.16026276,39.27017674,FALSE,4888.533264,683.4596488,No
Rajesh Thakur,Srinagar,705762.84,822.1739812,395393.65,33.82857356,79.39424218,TRUE,2214.605231,1925.086007,Yes
Krishna Sharma,Madurai,660001.13,404.8836332,144067.75,8.957425983,49.42769196,FALSE,4828.476136,2033.659659,No
Aditi Thakur,Bhopal,202627.25,597.5279563,309110.29,38.79063658,65.72389729,TRUE,537.5388932,2111.63024,No
Naveen Pandey,Srinagar,492565.73,703.8916644,90361.68,16.83543144,69.37856931,TRUE,3144.303861,2157.994845,Yes
Tanvi Mishra,Vijayawada,539655.26,600.2712478,42752.14,40.58545456,74.96009428,TRUE,3763.312786,2129.452274,No
Karthik Das,Indore,906085.48,654.0860544,74025.52,14.76059308,64.00230051,TRUE,1869.199526,777.4564967,Yes
Sneha Iyer,Hyderabad,1180784.54,459.7012302,176941.11,13.55450474,58.52362504,TRUE,1679.145057,1767.185128,Yes
Vihaan Reddy,Amritsar,1033079.2,802.5392373,301104.28,14.215568,92.0310398,TRUE,3744.796233,1284.227624,No
Divya Singh,Chandigarh,1052520.3,347.2327392,450363.17,13.80896836,54.29467067,FALSE,2820.155229,2798.541126,No
Vikram Das,Patna,370693.6,842.8232837,74247.46,40.42779476,81.17070682,TRUE,677.6005091,239.8480186,Yes
Priya Patel,Dehradun,412722.53,796.5788441,320809.88,36.57417078,81.14440325,TRUE,2254.829344,2406.108947,No
Ananya Tiwari,Bengaluru,1062623.73,824.8276874,461180.03,11.70841423,96.10230773,TRUE,484.0624049,1852.518114,Yes
Rajesh Tiwari,Chandigarh,1016644.23,363.5139667,251107.41,41.66333596,45.7028158,FALSE,1225.569507,872.2609679,No
Aditya Yadav,Indore,453236.89,501.3197053,284823.08,0,45.58716159,FALSE,1345.508847,3101.411133,No
Pooja Reddy,Kochi,307180.7,478.1496007,412508.67,8.934771543,40.1893688,FALSE,3476.476702,557.2673069,No
Aditya Patel,Nashik,448668.63,703.2357156,82019.18,28.41670516,85.01357571,TRUE,4043.655009,2378.155767,Yes
Praveen Rao,Kolkata,807920.38,721.7744304,121181.32,8.133764663,84.24552003,TRUE,2975.753326,2173.37834,Yes
Priya Das,Mumbai,279335.2,470.4258118,226239.53,31.5310814,34.74604903,FALSE,4852.850563,1776.81973,No
Naveen Gupta,Varanasi,337341.36,298.4150367,234228.94,35.68904706,58.84423841,TRUE,2571.547092,1481.947819,Yes
Tanvi Ghosh,Mumbai,198086.86,825.0077492,252060.3,27.15959786,80.8333322,TRUE,2865.499887,413.4713862,Yes
Tanvi Patel,Delhi,642612.63,669.8425732,270439.29,4.164472492,54.41164053,FALSE,1989.338602,929.8230271,No
Meera Joshi,Varanasi,908432.91,555.4425826,203342.88,8.255336768,40.71061186,FALSE,3231.441258,688.5408892,Yes
Meera Joshi,Jamshedpur,189336.67,668.3302321,436854.46,18.31556068,70.64769203,TRUE,527.8969622,1337.912962,Yes
Karthik Tiwari,Kozhikode,636344.93,840.594688,495441.04,5.955948691,86.32340483,TRUE,633.06842,773.8350962,No
Ananya Mishra,Kochi,516607.51,656.2044112,24400.92,18.84818342,38.91962497,FALSE,1671.737389,2955.009941,Yes
Karthik Joshi,Varanasi,624652.18,836.0539526,126200.03,8.192735432,59.10460121,TRUE,632.442333,1605.995406,Yes
Ananya Chatterjee,Kochi,873754.53,848.6514085,148684.51,3.951548715,63.95461826,TRUE,3042.402049,1607.437623,Yes
Sneha Reddy,Noida,1059439.04,407.0867426,55705.84,9.920361717,49.39487175,FALSE,1443.318335,412.4382903,No
Sanjay Thakur,Indore,562686.14,453.4598227,76955.05,34.0067078,24.94742501,FALSE,3710.774947,2726.019611,No
